TV,Radio,Social Media,Influencer
47.0,14.73574073,0.827430976,Nano
58.0,16.77650201,0.471002112,Nano
12.0,3.567660711,3.558311365,Nano
13.0,2.879753335,0.221099517,Micro
21.0,17.91700078,4.655722638,Micro
35.0,16.74802358,1.727566449,Micro
37.0,7.258206804,4.58201222,Nano
74.0,19.29015403,4.359484985,Nano
83.0,31.88569222,3.03815294,Micro
29.0,11.39467134,2.510669081,Nano
64.0,19.21061664,3.087815141,Macro
37.0,7.139056221,2.660930829,Nano
24.0,5.117508649,2.209701443,Mega
36.0,4.215084265,2.654877943,Micro
40.0,13.50408741,1.5672662,Mega
49.0,14.01663901,0.804732595,Mega
26.0,12.78850362,3.01349173,Micro
11.0,3.785254654,1.569644569,Micro
98.0,29.72194699,5.393795763,Macro
60.0,14.31611675,3.134427989,Macro
46.0,25.28199938,2.798757505,Mega
25.0,15.02863648,1.608618992,Nano
19.0,2.477590756,5.557077517,Nano
48.0,13.68967669,3.947498786,Mega
46.0,13.9792447,0.891245828,Macro
59.0,17.56421199,2.188043777,Micro
60.0,19.44251219,3.36149892,Nano
32.0,0.627618771,2.676075167,Micro
82.0,22.66547098,2.926556978,Mega
54.0,14.05805349,1.497131726,Macro
96.0,27.05157984,2.847943087,Nano
75.0,20.71222956,3.740164535,Mega
24.0,14.68411591,0.975862762,Micro
87.0,36.60536537,9.215618373,Nano
52.0,17.23864858,7.172554439,Nano
85.0,30.35464777,7.753122794,Micro
89.0,38.20357545,6.574378925,Mega
27.0,8.301393097,0.297735659,Mega
99.0,30.66885609,4.401725907,Nano
41.0,6.032826963,6.145541885,Macro
83.0,32.56646841,5.179906086,Nano
28.0,8.175976358,0.989815074,Macro
11.0,1.60638787,1.58496215,Micro
79.0,20.13887118,1.706797882,Micro
52.0,22.90816582,3.257424196,Mega
58.0,20.90685872,4.012199218,Mega
83.0,29.04890683,1.976047337,Nano
19.0,7.064362055,0.782885709,Macro
33.0,3.92726748,2.376656144,Mega
78.0,29.99020666,4.661344669,Mega
63.0,24.27373202,2.836324904,Micro
62.0,25.07908112,5.066101233,Nano
16.0,4.597245997,1.669253333,Micro
17.0,10.44745162,3.356106421,Nano
83.0,30.59480726,4.644486108,Mega
39.0,14.85751537,4.283919463,Mega
11.0,8.572132356,3.802582991,Macro
89.0,25.80629941,0.788523459,Macro
43.0,6.89825317,0.646096057,Nano
21.0,0.220835039,2.792110085,Micro
20.0,8.17845257,0.768759682,Micro
12.0,13.93826554,0.411806407,Nano
31.0,6.705393208,1.99719926,Micro
36.0,5.402287105,6.949626356,Macro
46.0,17.61333015,3.480429694,Macro
13.0,1.067301036,0.825314156,Macro
34.0,8.203175712,6.045596308,Micro
77.0,28.94958279,1.239417276,Micro
70.0,23.31774328,5.445912683,Micro
66.0,29.88664663,5.667107554,Mega
89.0,36.89091987,10.29764311,Nano
42.0,8.342327563,4.017463021,Nano
69.0,21.04661271,5.599101966,Nano
63.0,27.00388098,4.800652099,Nano
76.0,20.75626701,1.645051456,Macro
99.0,35.23872291,2.678608349,Mega
72.0,18.15760992,3.376908824,Macro
11.0,1.877361105,1.31866338,Micro
14.0,4.972625274,4.905049083,Macro
17.0,5.002416953,3.00718727,Micro
22.0,5.538209038,3.675905542,Micro
73.0,26.57564178,2.874401986,Nano
87.0,22.69202611,2.513637746,Macro
47.0,17.74772264,5.058791336,Macro
20.0,5.063964906,0.037356944,Micro
17.0,6.837294843,2.314950178,Macro
17.0,13.33245508,3.854678784,Mega
25.0,11.09535068,0.337279593,Micro
34.0,9.510894674,0.979738318,Macro
30.0,11.91600349,2.576946627,Nano
95.0,22.10773802,0.785405303,Micro
34.0,4.450949726,4.79777927,Micro
55.0,16.86494698,4.255422961,Micro
77.0,24.18854494,5.133802599,Micro
56.0,9.690666538,2.55275792,Nano
67.0,20.0109313,6.373311471,Micro
21.0,6.824104508,3.386305653,Mega
92.0,35.20135777,3.687555874,Micro
78.0,26.46683247,3.613317648,Macro
62.0,24.31903081,0.722076955,Nano
50.0,19.1665659,4.879307621,Mega
85.0,19.84397609,1.989410201,Nano
96.0,23.98104459,1.166863302,Mega
72.0,21.82794456,2.858835995,Mega
82.0,31.21632112,5.677709042,Mega
63.0,20.16504866,3.549288353,Micro
75.0,29.03335197,1.937485672,Mega
12.0,3.188668313,0.276135877,Nano
18.0,1.056114844,0.748769308,Micro
50.0,11.36398701,2.32129586,Mega
61.0,25.22937094,3.211597629,Mega
92.0,27.07432784,7.76501425,Micro
14.0,18.64944183,4.529927084,Mega
40.0,6.840434393,2.21127782,Micro
53.0,14.10567486,1.324027483,Micro
34.0,15.85130193,2.468160476,Macro
29.0,8.712061917,2.585117315,Macro
37.0,15.55091019,0.381845418,Nano
83.0,26.74193614,3.619405288,Macro
54.0,18.61129829,5.139317624,Macro
18.0,10.38645507,4.847890485,Mega
98.0,37.29968791,5.509882621,Mega
93.0,28.03820883,2.924281836,Nano
32.0,4.716507688,1.760942074,Mega
59.0,17.85584792,4.287900392,Macro
29.0,10.37725789,0.061983883,Mega
40.0,8.398906234,1.465690951,Mega
60.0,16.68841769,2.946457918,Macro
38.0,6.215195866,5.315751143,Mega
85.0,31.6447624,4.33936309,Macro
52.0,23.99344773,0.519212296,Macro
99.0,27.61422525,3.848628228,Micro
11.0,3.781891222,1.888196109,Nano
75.0,20.35778359,6.382532621,Mega
97.0,31.59758582,6.09616703,Macro
58.0,19.21888874,0.582177191,Micro
37.0,12.22871601,1.749290106,Mega
58.0,13.0236864,2.801238068,Mega
43.0,15.18856944,0.760136913,Macro
35.0,14.77655678,3.728001083,Nano
93.0,32.52159528,6.428194995,Micro
66.0,12.05703979,3.722753612,Macro
32.0,15.224893,1.161446776,Macro
67.0,13.8307792,2.90002924,Mega
11.0,4.952002391,7.309016168,Macro
13.0,2.933653909,0.336684657,Micro
93.0,23.77163648,3.688207002,Nano
28.0,10.34705868,1.330435169,Micro
43.0,13.11223201,1.482339505,Mega
21.0,19.97442857,1.474610408,Macro
67.0,18.14052759,1.952495587,Mega
53.0,12.02782682,0.297664101,Macro
19.0,7.529380566,0.663731937,Nano
53.0,17.7104836,0.670137979,Nano
24.0,3.426021221,0.00317676,Micro
100.0,45.08292131,4.511628276,Mega
17.0,0.103555123,0.469527665,Nano
91.0,25.04555745,6.109369688,Macro
77.0,22.9553127,2.642504816,Mega
10.0,3.779924037,1.188229762,Macro
15.0,7.888210849,3.998362072,Macro
58.0,15.69086872,3.143849286,Micro
30.0,9.820597494,3.39200924,Mega
49.0,15.76031391,2.761035651,Macro
28.0,17.01736977,3.049292563,Micro
59.0,23.46416167,3.671607869,Macro
75.0,22.71907633,3.566563314,Micro
14.0,4.451725157,0.925170583,Micro
91.0,31.00206421,3.149276093,Macro
27.0,6.447508155,1.415638249,Mega
72.0,25.6542875,6.396459843,Mega
85.0,27.43790643,4.189125909,Mega
56.0,19.91416231,6.070675656,Mega
43.0,15.09638769,5.999431004,Mega
21.0,1.380311071,5.286680958,Mega
22.0,7.789761193,0.288511704,Mega
76.0,32.6687401,6.549804387,Micro
40.0,15.5960957,3.286725772,Nano
37.0,6.128436597,1.455540155,Mega
86.0,25.25707261,0.696331556,Macro
63.0,15.79820177,4.337964302,Macro
67.0,27.53356057,10.45392075,Macro
69.0,20.7102426,5.120845126,Mega
10.0,5.426771527,2.378168163,Micro
23.0,14.80553314,1.818714968,Micro
27.0,5.595845332,1.583301743,Macro
18.0,8.25489387,3.241749256,Macro
61.0,23.13228707,6.415854366,Micro
35.0,8.978475946,0.05362699,Nano
34.0,1.383724862,1.830701441,Micro
11.0,6.886104824,3.476852778,Macro
85.0,24.74836655,2.607544268,Micro
80.0,24.74200406,1.469919578,Mega
92.0,30.38715716,5.554089658,Mega
15.0,0.987432188,1.921882034,Nano
98.0,27.93306892,6.098290028,Micro
42.0,9.457616913,1.857779697,Macro
11.0,6.838044063,2.464856311,Mega
45.0,14.18460355,5.545421141,Macro
57.0,24.07376287,3.314484216,Mega
54.0,22.28131461,1.493831312,Nano
88.0,33.99232228,5.781691282,Mega
100.0,23.35453897,4.472029211,Micro
55.0,24.89381148,4.273602146,Micro
40.0,14.68525338,1.862294023,Micro
37.0,5.264623343,2.531732224,Nano
91.0,29.30289498,2.054143187,Mega
62.0,24.37251496,4.798782837,Nano
43.0,22.95583839,3.316618583,Micro
37.0,11.26805079,2.303197825,Micro
60.0,21.44859053,1.782911981,Micro
13.0,6.34576237,3.579855416,Micro
97.0,32.49473058,6.186571761,Macro
50.0,24.05831736,4.741096535,Nano
60.0,19.17142898,4.820069297,Macro
46.0,7.179374076,3.421230648,Macro
95.0,28.92082619,3.084052767,Micro
44.0,16.25344066,2.968598136,Mega
53.0,19.04450325,2.715095722,Macro
90.0,28.38052047,4.338469575,Nano
10.0,5.825167051,0.105714735,Macro
96.0,31.12311841,2.603734722,Macro
85.0,36.24543619,8.863215031,Macro
42.0,7.59338776,0.350837784,Nano
23.0,1.119933449,2.024287502,Micro
17.0,7.197847026,1.394325609,Nano
46.0,18.28916702,3.367685945,Nano
70.0,21.05815129,5.146705872,Macro
92.0,33.29585958,1.229454172,Macro
59.0,15.41542077,1.707459574,Mega
49.0,17.82159027,2.732126315,Mega
83.0,28.18172312,6.851154679,Nano
21.0,4.981465892,3.017010069,Nano
92.0,33.30626217,5.365256008,Macro
97.0,35.7618836,7.309638816,Macro
72.0,29.40183996,0.883780673,Micro
28.0,11.26841221,1.373882899,Mega
54.0,24.82051231,3.394682094,Micro
13.0,5.358821718,3.103557138,Nano
96.0,36.72307745,3.950392592,Nano
100.0,29.61090382,4.297266947,Mega
13.0,13.86154644,1.778025776,Mega
99.0,30.96792254,5.586192961,Nano
18.0,10.75229268,1.832885616,Nano
73.0,30.28290663,4.22436639,Nano
87.0,29.35332175,6.940423544,Macro
25.0,0.965159981,2.585389556,Nano
94.0,28.42763576,4.239315357,Micro
25.0,5.063017618,4.328050272,Macro
49.0,13.38629377,0.812175296,Mega
25.0,14.16591288,0.496059904,Nano
54.0,9.42171819,0.760326336,Macro
68.0,19.77617983,3.217632434,Micro
47.0,13.73828647,3.330651447,Nano
16.0,17.69455302,0.342647794,Macro
30.0,10.30888202,1.221518819,Macro
93.0,25.48811975,2.778442938,Nano
80.0,29.3511274,5.061329165,Nano
21.0,11.1103027,1.609824309,Nano
11.0,8.231820093,1.674710688,Micro
20.0,3.594371591,0.189194993,Micro
24.0,11.79796872,5.560012566,Macro
84.0,33.49221879,9.638966346,Nano
33.0,11.29236649,0.945960767,Nano
55.0,20.84266334,3.351639207,Mega
43.0,23.11923457,2.99421459,Mega
53.0,13.63457957,3.33947268,Mega
90.0,29.74804469,0.191958978,Mega
50.0,13.42866192,2.739675375,Mega
83.0,27.4575452,5.358948693,Micro
63.0,13.47689876,3.355966243,Macro
16.0,8.816320663,1.782789571,Nano
94.0,31.26698648,5.332790413,Mega
26.0,10.40053409,2.607022067,Nano
14.0,3.443825411,0.082932606,Mega
76.0,32.02831924,6.749787308,Macro
30.0,21.09502383,7.972159086,Mega
97.0,34.46795513,4.088163909,Nano
63.0,26.03598627,3.290816886,Nano
75.0,22.65024416,1.537757637,Mega
39.0,11.37745937,1.56084676,Micro
79.0,27.50669513,7.241425458,Macro
20.0,12.61877735,1.600792875,Micro
52.0,19.74043808,3.888113029,Micro
64.0,22.33541786,0.434649663,Mega
75.0,25.70465202,5.893578362,Nano
36.0,14.29764842,4.724222889,Mega
82.0,25.14587476,2.923125392,Macro
15.0,6.092326337,2.210370127,Mega
35.0,18.09583854,2.099576563,Mega
39.0,21.55430149,3.285517042,Micro
28.0,5.930538265,0.861035978,Macro
52.0,14.79010177,3.012857573,Macro
16.0,12.54786817,2.389338867,Mega
73.0,22.36101534,2.23634963,Nano
46.0,24.51757273,1.461142201,Macro
51.0,24.91648619,4.628289393,Mega
66.0,18.14144822,6.39581212,Macro
20.0,10.33151042,1.335153841,Micro
47.0,16.5207045,0.595258971,Micro
15.0,7.650640038,3.483067269,Micro
56.0,22.82931149,6.750361981,Micro
55.0,22.93162206,2.01995944,Nano
24.0,3.745263481,1.877094065,Mega
15.0,5.993082777,0.052900571,Macro
32.0,17.77874558,6.010796578,Macro
22.0,3.482537558,1.146371254,Macro
72.0,23.83835402,2.826565354,Nano
39.0,16.49526491,0.747077391,Nano
62.0,13.4829249,2.810263336,Macro
30.0,10.5639763,2.855990067,Micro
89.0,19.64677846,2.399579787,Micro
98.0,37.59513773,5.830734367,Micro
82.0,27.29885728,2.750432923,Mega
83.0,28.82671381,5.519575003,Macro
16.0,2.075971434,1.435038997,Micro
38.0,11.25013604,3.18319928,Micro
69.0,21.00808675,2.478178486,Micro
30.0,4.448543912,1.895344267,Macro
84.0,32.98197831,8.476182415,Mega
13.0,1.939453608,0.658229751,Nano
66.0,26.21942701,2.934109357,Micro
96.0,34.00593633,4.602944767,Nano
63.0,21.40157977,2.332838624,Nano
16.0,1.575240439,2.036787105,Micro
26.0,12.27610125,0.022498266,Mega
98.0,17.53880402,2.351623952,Nano
51.0,17.8984319,0.925631096,Micro
49.0,10.05574197,3.472817536,Micro
51.0,14.29224744,0.469666552,Micro
80.0,23.19605289,8.143661019,Nano
54.0,15.39714942,2.588692921,Nano
48.0,7.395379413,2.925949505,Nano
99.0,44.86129883,8.579322566,Macro
12.0,2.290614127,0.323279826,Mega
66.0,23.52461444,7.94705706,Macro
34.0,7.666725668,0.319328304,Nano
62.0,16.99203482,3.781429364,Mega
23.0,11.3262451,1.308263234,Mega
44.0,8.447034198,1.086840262,Mega
78.0,34.10820913,5.137124807,Nano
33.0,7.047832451,1.939791634,Macro
38.0,13.97381157,2.937255499,Nano
65.0,22.51872325,2.126138663,Micro
39.0,13.60979845,4.812459429,Mega
80.0,24.29031744,7.600781837,Nano
62.0,30.09534582,8.267241169,Nano
18.0,8.808702773,2.414186295,Nano
19.0,7.069720275,3.109655988,Mega
29.0,15.36355775,6.625992213,Micro
32.0,12.08256585,0.365613326,Macro
49.0,15.96031563,5.254906229,Micro
79.0,27.88320654,7.467941688,Nano
50.0,14.7442409,2.676620177,Mega
60.0,17.22084922,5.41143896,Mega
40.0,12.18911788,2.852072048,Mega
38.0,22.37705463,5.517499206,Nano
61.0,24.66064552,3.371495534,Mega
22.0,11.86861071,0.222563672,Macro
27.0,7.280088955,2.179478014,Micro
74.0,24.55606412,3.088863718,Mega
95.0,27.71756398,7.05784165,Mega
78.0,24.73579762,4.85653667,Nano
99.0,37.73241144,7.72405273,Macro
37.0,6.460701926,1.332038473,Nano
24.0,12.79448447,3.973162998,Nano
23.0,4.037914202,2.876505548,Micro
47.0,8.019407584,0.780992605,Micro
100.0,30.35892668,5.196090554,Macro
83.0,24.57464264,6.190653254,Macro
88.0,31.02302738,7.352545034,Macro
15.0,4.649777313,2.389716886,Macro
97.0,28.90739759,3.861604872,Micro
12.0,7.759455368,3.181063753,Mega
22.0,8.539958592,1.726208762,Micro
60.0,29.23658685,8.323847071,Nano
43.0,7.640104606,2.263525827,Mega
39.0,9.448712198,0.656320737,Nano
80.0,33.31778758,5.06205685,Micro
13.0,8.222252441,0.500016101,Mega
70.0,17.63694287,4.824467434,Macro
15.0,13.12882152,2.864042827,Macro
32.0,3.523750421,0.028430966,Macro
70.0,18.39714752,1.654340278,Macro
81.0,29.27447207,6.035831622,Macro
69.0,13.21271627,2.51343887,Mega
55.0,20.873105,2.839873992,Mega
24.0,7.225160543,0.00131539,Macro
99.0,30.57840248,3.043517305,Nano
47.0,15.72822743,2.771904176,Macro
52.0,18.22775097,1.46423568,Macro
70.0,21.17876903,1.700145413,Macro
61.0,20.00446791,6.081970669,Mega
47.0,11.1915046,1.468351074,Micro
35.0,10.35124977,0.936024016,Nano
88.0,23.2144694,1.176796593,Macro
64.0,24.69852188,6.741382758,Micro
34.0,18.84526775,6.501071139,Micro
59.0,21.27291211,3.385121455,Nano
13.0,1.523935466,3.518965997,Nano
25.0,10.33219793,1.864729703,Macro
23.0,12.15512676,2.918798045,Macro
79.0,27.41497388,2.039587033,Mega
29.0,2.172596338,4.208324504,Mega
16.0,8.801618847,1.652085483,Mega
14.0,0.021882615,0.301150118,Micro
34.0,13.8062023,1.953826728,Micro
97.0,30.53983841,8.846154241,Mega
73.0,25.14783209,3.786915705,Nano
66.0,25.37570136,5.073874121,Micro
32.0,19.08301386,6.39743477,Macro
61.0,11.51253111,2.793347914,Macro
62.0,18.54551399,0.811841133,Nano
85.0,27.90078747,2.420804146,Macro
53.0,18.85081371,4.566440958,Micro
92.0,26.86626542,5.435402212,Micro
42.0,9.352963721,0.606126647,Mega
51.0,12.96221782,1.307508427,Micro
38.0,21.82640897,2.802768211,Nano
19.0,3.538770143,2.106952026,Micro
18.0,6.175359183,1.206347827,Macro
53.0,16.56332672,3.969570171,Micro
69.0,28.45307095,7.099474906,Nano
42.0,8.898194437,2.816417418,Macro
66.0,18.74451161,3.009174444,Micro
51.0,16.94974752,1.348300822,Mega
51.0,12.89827532,1.831454795,Nano
40.0,13.94665782,2.117291138,Macro
78.0,23.32245121,3.866739527,Mega
65.0,23.88150599,2.832255371,Nano
64.0,21.06923812,4.019544084,Macro
95.0,30.46523325,8.791080421,Mega
72.0,37.86899749,3.738798543,Nano
23.0,7.568249276,1.344170818,Micro
98.0,32.90246875,4.878579353,Nano
70.0,18.78284141,3.505200696,Micro
46.0,13.18020546,3.23549134,Micro
18.0,7.759492503,1.463724215,Micro
43.0,8.871398971,3.545252188,Macro
23.0,10.72553038,0.564039183,Nano
40.0,21.78629319,7.451511141,Micro
44.0,19.80007236,5.096191875,Micro
25.0,5.438159446,0.017011212,Nano
42.0,20.92321366,3.35024021,Mega
61.0,26.66674418,3.698028588,Micro
94.0,27.47401916,5.880689586,Macro
62.0,21.56658905,1.046840025,Nano
20.0,11.47823414,0.69576991,Nano
38.0,7.736680237,2.05960976,Mega
21.0,15.22178197,2.481028664,Macro
30.0,6.433771661,0.718034664,Macro
77.0,23.07796216,2.215638886,Macro
94.0,30.40243066,5.207841441,Micro
60.0,21.43888957,3.147751404,Nano
85.0,32.63667971,6.619127623,Macro
32.0,8.072375614,3.938810437,Nano
57.0,23.74241823,2.585252416,Micro
19.0,4.894410734,0.147196027,Macro
88.0,31.06040008,5.598760009,Micro
49.0,10.55474179,0.342502633,Macro
33.0,8.231079212,1.830718076,Micro
89.0,36.06087241,2.325705692,Nano
43.0,13.78107412,1.250244985,Mega
88.0,25.32678512,5.133571929,Macro
19.0,11.43205585,3.113767187,Mega
26.0,6.632048133,1.415371282,Macro
59.0,13.85180397,2.552071784,Micro
11.0,2.588070098,0.331165434,Mega
95.0,43.12933167,10.17498349,Micro
51.0,12.78804679,3.632374533,Macro
43.0,13.70486746,2.218968013,Nano
46.0,19.51073972,3.107126419,Mega
86.0,27.93960266,6.37750394,Macro
45.0,18.63377368,1.63969465,Nano
64.0,22.85140519,0.667171404,Micro
58.0,17.11009877,1.23426039,Nano
47.0,7.617127951,2.274600961,Micro
16.0,6.566230788,2.907982773,Mega
90.0,28.58855473,4.505421748,Nano
67.0,30.71360454,3.644550892,Micro
35.0,7.198778595,1.50952132,Nano
55.0,28.16663617,3.41311368,Micro
52.0,25.43144364,4.58797385,Micro
88.0,35.4551909,4.091396616,Macro
74.0,21.09890403,3.621742881,Micro
83.0,33.00440576,4.937946143,Micro
22.0,12.65418479,1.185976057,Macro
58.0,23.04770854,1.465806506,Micro
33.0,11.32773929,1.322383377,Mega
66.0,18.19837817,6.138034353,Mega
71.0,18.51355605,0.825055868,Mega
89.0,22.66199853,3.082472526,Macro
80.0,20.53619813,4.65380506,Nano
77.0,28.53692221,3.714551546,Mega
85.0,29.38878187,2.734049922,Micro
84.0,30.96446241,3.763222015,Micro
27.0,6.491323673,1.109301779,Macro
75.0,28.10015017,6.641151306,Macro
35.0,9.531452188,0.103503553,Nano
40.0,22.15892791,1.900721502,Mega
29.0,16.79919436,4.279003862,Micro
11.0,4.205790339,3.05864083,Mega
20.0,4.307579249,0.047124006,Mega
65.0,24.23743524,5.698040664,Mega
90.0,29.89162818,7.445374733,Macro
28.0,17.34363919,2.071635541,Micro
20.0,3.799751394,2.624138468,Mega
42.0,13.48211131,1.979575976,Nano
98.0,33.64967765,5.078640803,Micro
76.0,30.98988307,8.301339322,Nano
29.0,8.031844855,3.237071791,Mega
39.0,4.856123013,0.874163256,Macro
41.0,19.71084564,2.568993237,Mega
69.0,18.07400354,7.33292569,Mega
67.0,18.22410861,3.249878409,Nano
77.0,24.14322754,6.439212757,Micro
11.0,0.460924393,0.258229475,Micro
47.0,8.321261321,2.224663337,Mega
42.0,11.85387899,0.425868638,Micro
12.0,6.674845961,1.986066032,Mega
92.0,30.28793619,5.38930619,Micro
82.0,23.14053461,2.043226707,Macro
38.0,12.93873682,0.763284304,Macro
93.0,34.11216622,2.786386971,Nano
50.0,19.57574792,0.47773224,Micro
42.0,7.977288188,0.983442017,Micro
22.0,4.631875016,1.714052811,Micro
39.0,2.347193413,0.588160135,Micro
43.0,19.40467358,1.227667435,Nano
32.0,3.117856352,1.381985223,Macro
22.0,1.551591041,0.486129113,Macro
38.0,8.062971378,2.409346229,Macro
45.0,15.53732896,0.125813206,Mega
49.0,14.29071783,4.671001994,Nano
96.0,31.0321785,2.172376019,Mega
